284161	Normal	1
29119	Normal	1000
84969	Normal	10000
196500	Normal	10000
9443	Normal	10001
1024	Normal	10001
9412	Normal	10001
219541	Normal	10001
892	Normal	10001
332	Normal	10001
23097	Normal	10001
5469	Normal	10001
54797	Normal	10001
2686	Normal	10003
161291	Normal	10003
404552	Normal	10003
254827	Normal	10003
91544	Normal	10006
10152	Normal	10006
84062	Normal	10006
155185	Normal	10006
80007	Normal	10006
57511	Normal	10006
9454	Normal	10006
28952	Normal	10006
7408	Normal	10006
118472	Normal	10006
8440	Normal	10006
340527	Normal	10006
92609	Normal	10006
114336	Normal	10006
89884	Normal	10006
10458	Normal	10006
121457	Normal	10006
10810	Normal	10006
5110	Normal	10006
10875	Normal	10007
84861	Normal	10009
1670	Normal	10009
79177	Normal	10009
205860	Normal	10009
653219	Normal	10009
220001	Normal	10009
133121	Normal	10009
51741	Normal	10009
5203	Normal	10009
23765	Normal	10009
56104	Normal	1001
29119	Normal	1001
7185	Normal	10010
7186	Normal	10010
8424	Normal	10010
8517	Normal	10010
221074	Normal	100101267
7579	Normal	100101467
55311	Normal	100101467
7775	Normal	100101467
5998	Normal	100101467
84307	Normal	100101467
54925	Normal	100101467
10472	Normal	100128927
6925	Normal	100129654
4176	Normal	10013
92609	Normal	10013
548593	Normal	10013
7288	Normal	10013
64900	Normal	10013
9196	Normal	10013
80005	Normal	10013
84993	Normal	10013
6636	Normal	100130932
6635	Normal	100130932
27091	Normal	100131017
92595	Normal	100131017
286075	Normal	100131017
169841	Normal	100131017
388569	Normal	100131017
2091	Normal	100131017
220001	Normal	100131017
2202	Normal	100131017
5901	Normal	100131211
9659	Normal	100134230
5567	Normal	100134230
9859	Normal	100134230
5568	Normal	100134230
5577	Normal	100134230
146540	Normal	100134230
127795	Normal	100134230
54431	Normal	100134230
79991	Normal	100134934
146456	Normal	100134938
84898	Normal	100134938
55283	Normal	100134938
64699	Normal	100134938
55515	Normal	100134938
148066	Normal	100134938
55754	Normal	100134938
26262	Normal	100134938
1527	Normal	100134938
57717	Normal	100134938
59271	Normal	100134938
10653	Normal	100134938
347730	Normal	100134938
3790	Normal	100134938
23308	Normal	100134938
53832	Normal	100134938
11120	Normal	100134938
2492	Normal	100134938
4055	Normal	10014
4253	Normal	100142659
23512	Normal	100170841
6570	Normal	10018
56125	Normal	10018
283208	Normal	10018
598	Normal	10018
599	Normal	10018
1909	Normal	10018
317719	Normal	10018
203102	Normal	10018
221074	Normal	10018
29119	Normal	1002
92595	Normal	10020
388969	Normal	10020
92609	Normal	10020
3959	Normal	10020
79616	Normal	10024
5523	Normal	10024
8881	Normal	10024
10238	Normal	10024
84445	Normal	10024
147719	Normal	10024
51130	Normal	10024
2342	Normal	10024
51548	Normal	10024
135398	Normal	10024
10136	Normal	10024
892	Normal	10025
1024	Normal	10025
9443	Normal	10025
219541	Normal	10025
7266	Normal	10025
23097	Normal	10025
9412	Normal	10025
5469	Normal	10025
54797	Normal	10025
55138	Normal	100287045
29122	Normal	100287362
29803	Normal	100287399
339010	Normal	100287399
373	Normal	100287399
51134	Normal	100287399
3813	Normal	100287457
3811	Normal	100287457
491	Normal	100287932
84868	Normal	100288406
10562	Normal	100288406
8881	Normal	100288406
10677	Normal	100288406
3671	Normal	100288406
2158	Normal	100288406
219931	Normal	100288406
4013	Normal	100288406
5329	Normal	100288406
23765	Normal	100288406
57541	Normal	100289678
26133	Normal	100290337
64093	Normal	100290337
51185	Normal	100290337
79867	Normal	100294276
3122	Normal	100294276
65258	Normal	100294276
3125	Normal	100294276
3123	Normal	100294276
347862	Normal	100294349
8359	Normal	10036
55723	Normal	10036
8350	Normal	10036
283208	Normal	10036
79829	Normal	10038
55506	Normal	10038
7508	Normal	10038
56956	Normal	10038
81847	Normal	10038
6118	Normal	10038
960	Normal	10038
28992	Normal	10038
8350	Normal	10038
6383	Normal	10038
79968	Normal	10038
6382	Normal	10038
9557	Normal	10038
29935	Normal	10038
3014	Normal	10038
3151	Normal	10038
338917	Normal	10038
200558	Normal	10038
1068	Normal	10038
126299	Normal	10038
474343	Normal	10038
5423	Normal	10038
1044	Normal	10038
2547	Normal	10038
255626	Normal	10038
859	Normal	10040
56894	Normal	10040
8641	Normal	10040
51081	Normal	10040
54682	Normal	10040
64794	Normal	100423062
11269	Normal	100423062
79981	Normal	100423062
203328	Normal	100423062
80329	Normal	100423062
3680	Normal	100423062
81609	Normal	100423062
218	Normal	100423062
767	Normal	100423062
441631	Normal	100423062
51008	Normal	100423062
64795	Normal	10048
5553	Normal	10048
649	Normal	10048
10394	Normal	10048
51604	Normal	10048
91683	Normal	100506658
284369	Normal	100506658
944	Normal	100506658
161291	Normal	100506658
93185	Normal	100506658
163183	Normal	100506658
6382	Normal	100506658
7132	Normal	100507290
55504	Normal	100507290
64753	Normal	100507290
56001	Normal	100507290
27091	Normal	100507290
1527	Normal	100507290
6158	Normal	100507290
6320	Normal	100507290
169841	Normal	100507290
4055	Normal	100507290
51548	Normal	100507290
54665	Normal	100507290
8836	Normal	100507436
25980	Normal	100507436
79600	Normal	100507436
147719	Normal	100507436
6901	Normal	100507436
27290	Normal	100507436
10022	Normal	100507436
5796	Normal	100507436
284467	Normal	100507436
1670	Normal	100507436
1667	Normal	100507436
114771	Normal	100507436
10648	Normal	100507436
2045	Normal	100507436
51533	Normal	100507436
551	Normal	100507436
9466	Normal	100507680
5553	Normal	100507680
9445	Normal	100507680
55937	Normal	100507680
80099	Normal	100507680
56125	Normal	100507680
916	Normal	100507680
2720	Normal	100507680
9653	Normal	100507680
57089	Normal	100507680
6997	Normal	100507680
283375	Normal	100507680
65989	Normal	100507680
57689	Normal	100507680
161291	Normal	100507680
6339	Normal	100507680
3106	Normal	100507680
3107	Normal	100507680
3117	Normal	100507680
1861	Normal	100507680
3133	Normal	100507680
3135	Normal	100507680
342510	Normal	100507680
353174	Normal	100507680
3595	Normal	100507680
3598	Normal	100507680
2065	Normal	100507680
2217	Normal	100507680
4311	Normal	100507680
4978	Normal	100507680
11006	Normal	100507680
5026	Normal	100507680
51299	Normal	100507680
51435	Normal	100507680
53833	Normal	100507680
2515	Normal	100507680
2525	Normal	100507680
2559	Normal	100507680
2564	Normal	100507680
2566	Normal	100507680
3117	Normal	100507686
3125	Normal	100507714
3123	Normal	100507714
55290	Normal	100509631
29781	Normal	10051
84669	Normal	100510589
55584	Normal	100510688
655	Normal	100510688
2687	Normal	100510688
7124	Normal	100510688
150372	Normal	100510688
90993	Normal	100510688
27163	Normal	100510688
8399	Normal	100510688
11269	Normal	100510688
93979	Normal	100510688
284369	Normal	100510688
7850	Normal	100510688
59271	Normal	100510688
1604	Normal	100510688
2861	Normal	100510688
10637	Normal	100510688
175	Normal	100510688
3120	Normal	100510688
1006	Normal	100510688
2215	Normal	100510688
222	Normal	100510688
440163	Normal	100510688
10439	Normal	100510688
136242	Normal	100510688
53947	Normal	100510688
55061	Normal	100510688
6570	Normal	10052
5739	Normal	10052
85413	Normal	10052
2925	Normal	10052
3359	Normal	10052
353174	Normal	10052
221074	Normal	10052
221188	Normal	10052
11045	Normal	10052
8621	Normal	100526737
55248	Normal	100526737
84197	Normal	100526737
1487	Normal	100526737
8906	Normal	100526737
10307	Normal	100526737
9245	Normal	100526737
3358	Normal	100526737
6835	Normal	100526737
2158	Normal	100526737
89891	Normal	100526737
3920	Normal	100526737
80755	Normal	100526737
4017	Normal	100526737
9525	Normal	100526737
10785	Normal	100526737
84861	Normal	100526737
22884	Normal	100526737
79734	Normal	100526737
23197	Normal	100526737
51548	Normal	100526737
1358	Normal	100526737
5275	Normal	100526737
54682	Normal	100526737
282809	Normal	100528030
81034	Normal	100528064
54558	Normal	100528064
1911	Normal	100532731
7329	Normal	10054
57699	Normal	10054
7329	Normal	10055
10054	Normal	10055
9546	Normal	10056
2882	Normal	10056
2961	Normal	10056
196403	Normal	10056
2193	Normal	10056
2244	Normal	10056
139422	Normal	10056
55031	Normal	10056
55800	Normal	10057
10345	Normal	10057
56137	Normal	10058
112609	Normal	10058
2771	Normal	10058
1638	Normal	10058
29121	Normal	10058
2925	Normal	10058
1800	Normal	10058
26747	Normal	10059
1716	Normal	10059
221184	Normal	10059
2267	Normal	10059
10456	Normal	10059
23632	Normal	10059
54935	Normal	10059
55172	Normal	10059
1902	Normal	10066
1388	Normal	10069
582	Normal	10072
6635	Normal	10073
6627	Normal	10073
6638	Normal	10073
148066	Normal	10076
8641	Normal	10076
56104	Normal	10076
6442	Normal	10076
151647	Normal	10076
1003	Normal	10076
29121	Normal	10076
10648	Normal	10076
14	Normal	10076
6635	Normal	10078
1003	Normal	10078
7288	Normal	10078
60313	Normal	10078
84445	Normal	10078
165829	Normal	10078
6636	Normal	10078
1173	Normal	10078
6637	Normal	10078
6638	Normal	10078
55630	Normal	10079
6564	Normal	10079
55800	Normal	10079
79608	Normal	10079
26953	Normal	10079
6855	Normal	10079
56928	Normal	10079
64768	Normal	10079
162427	Normal	10079
6510	Normal	10079
114571	Normal	10079
719	Normal	10079
1902	Normal	10079
10959	Normal	10079
491	Normal	10079
11041	Normal	10079
2358	Normal	10079
54951	Normal	10079
55081	Normal	10079
25844	Normal	10079
29119	Normal	1008
6637	Normal	10081
55954	Normal	10081
6636	Normal	10081
11066	Normal	10081
6635	Normal	10081
8233	Normal	10081
6638	Normal	10081
85437	Normal	10081
1748	Normal	10082
79012	Normal	10082
1880	Normal	10082
2239	Normal	10082
51081	Normal	10082
124590	Normal	10083
51729	Normal	10084
26747	Normal	10085
10456	Normal	10085
80230	Normal	10087
57089	Normal	10087
2138	Normal	10087
51010	Normal	10087
1455	Normal	10087
112609	Normal	10090
10095	Normal	10092
57180	Normal	10093
10095	Normal	10093
10096	Normal	10093
10092	Normal	10094
10552	Normal	10096
57180	Normal	10096
10092	Normal	10096
10094	Normal	10096
10095	Normal	10096
10552	Normal	10097
57180	Normal	10097
10094	Normal	10097
10095	Normal	10097
10096	Normal	10097
654346	Normal	10099
56928	Normal	10099
64241	Normal	10099
2823	Normal	10099
6869	Normal	10099
2844	Normal	10099
161291	Normal	10099
11342	Normal	10099
29953	Normal	10099
1902	Normal	10099
1948	Normal	10099
10712	Normal	10099
353345	Normal	10099
3965	Normal	10099
221188	Normal	10099
134285	Normal	10099
23507	Normal	10099
10100	Normal	10099
54682	Normal	10099
29119	Normal	1010
25797	Normal	10101
6182	Normal	10102
2961	Normal	10102
339229	Normal	10102
513	Normal	10102
58190	Normal	10106
10552	Normal	10109
57180	Normal	10109
10094	Normal	10109
10095	Normal	10109
10096	Normal	10109
649	Normal	10111
116442	Normal	10111
64342	Normal	10111
203259	Normal	10111
84232	Normal	10111
118472	Normal	10111
642938	Normal	10111
22863	Normal	10111
8601	Normal	10111
127495	Normal	10111
130617	Normal	10111
51032	Normal	10111
8945	Normal	10112
10494	Normal	10112
256714	Normal	10112
196527	Normal	10113
100506658	Normal	10113
23308	Normal	10113
89853	Normal	10116
11146	Normal	10116
80020	Normal	10116
56993	Normal	10116
79823	Normal	10116
347517	Normal	10116
8065	Normal	10116
219	Normal	10116
93145	Normal	10116
10380	Normal	10116
64689	Normal	10116
10920	Normal	10116
9318	Normal	10116
1270	Normal	10116
64708	Normal	10116
10395	Normal	10116
84643	Normal	10116
10980	Normal	10116
89780	Normal	10116
54765	Normal	10116
8533	Normal	10116
54836	Normal	10116
92799	Normal	10116
55040	Normal	10116
9479	Normal	10116
644186	Normal	10116
26747	Normal	1012
1716	Normal	1012
55172	Normal	1012
89927	Normal	10120
554223	Normal	10120
725	Normal	10120
10540	Normal	10120
7388	Normal	10120
11275	Normal	10120
91582	Normal	10120
60626	Normal	10120
79848	Normal	10120
2874	Normal	10120
830	Normal	10120
1639	Normal	10120
80310	Normal	10120
10671	Normal	10120
54069	Normal	10120
140850	Normal	10120
25791	Normal	10120
89927	Normal	10121
55765	Normal	10121
80310	Normal	10121
10540	Normal	10121
830	Normal	10121
11275	Normal	10121
10120	Normal	10121
60626	Normal	10121
1639	Normal	10121
10671	Normal	10121
54069	Normal	10121
140850	Normal	10121
23142	Normal	10123
7775	Normal	10127
7579	Normal	10127
285527	Normal	10129
92906	Normal	10130
5866	Normal	10133
9255	Normal	10133
10626	Normal	10133
91833	Normal	10133
10318	Normal	10133
23673	Normal	10133
55800	Normal	10134
1528	Normal	10134
491	Normal	10134
10422	Normal	10134
84866	Normal	10135
146562	Normal	10135
3598	Normal	10135
3963	Normal	10135
225689	Normal	10135
64963	Normal	10137
55319	Normal	10137
9541	Normal	10137
27252	Normal	10137
1543	Normal	10137
10634	Normal	10137
2961	Normal	10137
375607	Normal	10137
119391	Normal	10137
220047	Normal	10137
2244	Normal	10137
1270	Normal	10137
49876	Normal	10137
11017	Normal	10137
55031	Normal	10137
84333	Normal	10138
29883	Normal	10140
9659	Normal	10142
5567	Normal	10142
83853	Normal	10142
5568	Normal	10142
6757	Normal	10142
5577	Normal	10142
9859	Normal	10142
127795	Normal	10142
22919	Normal	10142
54431	Normal	10142
1453	Normal	10142
1827	Normal	10143
1861	Normal	10143
51501	Normal	10143
55171	Normal	10144
9100	Normal	10146
57532	Normal	10146
9908	Normal	10146
56001	Normal	10147
5866	Normal	10147
6320	Normal	10147
1993	Normal	10147
92906	Normal	10150
4154	Normal	10150
9710	Normal	10152
155185	Normal	10152
89884	Normal	10152
28952	Normal	10152
8440	Normal	10152
114336	Normal	10152
92609	Normal	10152
340527	Normal	10152
9454	Normal	10152
118472	Normal	10152
91544	Normal	10152
121457	Normal	10152
80007	Normal	10152
23624	Normal	10152
9045	Normal	10153
55249	Normal	10153
84549	Normal	10153
55506	Normal	10153
9217	Normal	10153
55657	Normal	10153
80764	Normal	10153
158521	Normal	10153
7549	Normal	10153
6141	Normal	10153
84450	Normal	10153
6142	Normal	10153
6730	Normal	10153
6168	Normal	10153
9277	Normal	10153
29080	Normal	10153
6208	Normal	10153
3008	Normal	10153
3104	Normal	10153
4204	Normal	10153
2248	Normal	10153
2253	Normal	10153
23029	Normal	10153
23378	Normal	10153
5155	Normal	10153
139422	Normal	10153
54665	Normal	10153
54865	Normal	10153
92595	Normal	10155
55422	Normal	10155
65988	Normal	10155
146540	Normal	10155
7766	Normal	10155
55659	Normal	10155
7567	Normal	10155
57116	Normal	10155
9534	Normal	10155
58500	Normal	10155
79862	Normal	10155
285268	Normal	10155
9422	Normal	10155
286075	Normal	10155
163071	Normal	10155
30832	Normal	10155
340385	Normal	10155
10782	Normal	10155
374899	Normal	10155
388569	Normal	10155
23619	Normal	10155
155382	Normal	10157
9114	Normal	10159
147007	Normal	10159
527	Normal	10159
6638	Normal	10160
6382	Normal	10160
6383	Normal	10160
50717	Normal	10160
9356	Normal	10162
26235	Normal	10162
84197	Normal	10162
160728	Normal	10162
6869	Normal	10162
1132	Normal	10162
85413	Normal	10162
2994	Normal	10162
64768	Normal	10162
3358	Normal	10162
719	Normal	10162
1902	Normal	10162
7448	Normal	10162
4988	Normal	10162
10161	Normal	10162
11015	Normal	10162
11045	Normal	10162
10100	Normal	10162
89884	Normal	10163
148870	Normal	10163
92609	Normal	10163
155185	Normal	10163
8440	Normal	10163
340527	Normal	10163
9454	Normal	10163
118472	Normal	10163
375519	Normal	10163
10152	Normal	10163
51019	Normal	10163
51466	Normal	10163
23624	Normal	10163
10458	Normal	10163
4166	Normal	10164
93436	Normal	10166
112770	Normal	10166
9715	Normal	10166
11326	Normal	10166
725	Normal	10166
3113	Normal	10166
8801	Normal	10166
5133	Normal	10166
84307	Normal	10168
158399	Normal	10168
7579	Normal	10168
54925	Normal	10168
7775	Normal	10168
64753	Normal	10168
25939	Normal	1017
896	Normal	1017
595	Normal	1017
64689	Normal	1017
342527	Normal	1017
8851	Normal	1017
1163	Normal	1017
991	Normal	1017
1164	Normal	1017
894	Normal	1017
51053	Normal	1017
5111	Normal	1017
51343	Normal	1017
78999	Normal	10174
5522	Normal	10179
55692	Normal	10179
55844	Normal	10179
11340	Normal	10179
124245	Normal	10179
51010	Normal	10179
51013	Normal	10179
10438	Normal	10179
5351	Normal	10179
79753	Normal	1018
1020	Normal	1018
983	Normal	1018
10678	Normal	1018
890	Normal	1018
1163	Normal	1018
1017	Normal	1018
55577	Normal	10180
57144	Normal	10180
57679	Normal	10180
124245	Normal	10180
4286	Normal	10180
10390	Normal	10180
2267	Normal	10180
7448	Normal	10181
23512	Normal	10181
9277	Normal	10181
6635	Normal	10181
84991	Normal	10181
8233	Normal	10181
2885	Normal	10188
8440	Normal	10188
56341	Normal	10189
6421	Normal	10189
595	Normal	1019
894	Normal	1019
1031	Normal	1019
7448	Normal	1019
11054	Normal	1019
896	Normal	1019
11123	Normal	1019
6468	Normal	10190
55220	Normal	10190
758	Normal	10190
27175	Normal	10190
7278	Normal	10190
285848	Normal	10190
349136	Normal	10190
10376	Normal	10190
400591	Normal	10190
7265	Normal	10193
10488	Normal	10193
6867	Normal	10193
2695	Normal	10193
84986	Normal	10193
58478	Normal	10193
5954	Normal	10193
168620	Normal	10193
340385	Normal	10193
3936	Normal	10193
51561	Normal	10193
140459	Normal	10193
24138	Normal	10193
84306	Normal	10196
60385	Normal	10196
7252	Normal	10196
6187	Normal	10196
8468	Normal	10196
29925	Normal	10196
317719	Normal	10196
415117	Normal	10196
65993	Normal	10197
55220	Normal	10197
91608	Normal	10197
26112	Normal	10197
55692	Normal	10197
55954	Normal	10197
5691	Normal	10197
27296	Normal	10197
5698	Normal	10197
282808	Normal	10197
388951	Normal	10197
1198	Normal	10197
22843	Normal	10197
23125	Normal	10197
135458	Normal	10197
5371	Normal	10197
54961	Normal	10197
7549	Normal	10199
56829	Normal	10199
9733	Normal	10199
6168	Normal	10199
6187	Normal	10199
3010	Normal	10199
2248	Normal	10199
2253	Normal	10199
23212	Normal	10199
54487	Normal	10199
65258	Normal	102
27013	Normal	1020
9158	Normal	1020
595	Normal	1020
894	Normal	1020
890	Normal	1020
645121	Normal	1020
8851	Normal	1020
896	Normal	1020
6795	Normal	1020
11340	Normal	10200
23016	Normal	10200
51010	Normal	10200
51013	Normal	10200
10438	Normal	10200
6182	Normal	10201
10926	Normal	10201
50846	Normal	10201
25819	Normal	10201
8577	Normal	10202
6382	Normal	10202
960	Normal	10202
6383	Normal	10202
10691	Normal	10202
1176	Normal	10202
5901	Normal	10204
1527	Normal	10206
57613	Normal	10206
3812	Normal	10206
51397	Normal	10206
10446	Normal	10206
64398	Normal	10207
55327	Normal	10207
9454	Normal	10207
56134	Normal	10207
115992	Normal	10207
85403	Normal	10208
10298	Normal	1021
896	Normal	1021
1031	Normal	1021
23101	Normal	1021
254228	Normal	1021
7761	Normal	10210
10127	Normal	10210
84365	Normal	10210
388569	Normal	10210
79576	Normal	10210
1198	Normal	10210
3993	Normal	10210
124245	Normal	10210
125893	Normal	10210
10927	Normal	10210
474343	Normal	10210
136051	Normal	10210
5411	Normal	10210
10477	Normal	10210
26003	Normal	10211
80213	Normal	10212
5691	Normal	10213
91409	Normal	10213
5698	Normal	10213
80212	Normal	10213
5705	Normal	10213
5713	Normal	10213
5718	Normal	10213
51377	Normal	10213
11047	Normal	10213
6757	Normal	10214
58190	Normal	10217
83461	Normal	10217
4155	Normal	10217
7023	Normal	10218
2071	Normal	1022
902	Normal	1022
4331	Normal	1022
9189	Normal	1022
730394	Normal	1022
147719	Normal	10220
84866	Normal	10220
56110	Normal	10220
655	Normal	10220
27122	Normal	10220
6997	Normal	10220
5645	Normal	10220
200879	Normal	10220
351	Normal	10220
4250	Normal	10220
1401	Normal	10220
54414	Normal	10220
83931	Normal	10221
28951	Normal	10221
3726	Normal	10221
2355	Normal	10221
7434	Normal	10226
64755	Normal	10226
9725	Normal	10227
10490	Normal	10228
9554	Normal	10228
112609	Normal	10228
8674	Normal	10228
57511	Normal	10228
8676	Normal	10228
160364	Normal	10228
165215	Normal	10228
29091	Normal	10228
114801	Normal	10228
115106	Normal	10228
219931	Normal	10228
10099	Normal	10228
64794	Normal	10232
221264	Normal	10233
64963	Normal	10236
55342	Normal	10236
10492	Normal	10236
56341	Normal	10236
169841	Normal	10236
3178	Normal	10236
1993	Normal	10236
3608	Normal	10236
140564	Normal	10236
54998	Normal	10236
10138	Normal	10238
118461	Normal	10238
9725	Normal	10239
26985	Normal	10239
11342	Normal	10239
10947	Normal	10239
892	Normal	1024
219541	Normal	1024
84328	Normal	1024
5469	Normal	1024
9412	Normal	1024
54797	Normal	1024
9443	Normal	1024
55422	Normal	10240
79171	Normal	10240
56342	Normal	10240
65993	Normal	10240
56829	Normal	10240
79159	Normal	10240
10236	Normal	10240
64951	Normal	10240
158234	Normal	10240
64963	Normal	10240
286075	Normal	10240
64960	Normal	10240
6141	Normal	10240
6625	Normal	10240
29080	Normal	10240
6202	Normal	10240
168620	Normal	10240
29896	Normal	10240
3104	Normal	10240
1877	Normal	10240
196441	Normal	10240
388569	Normal	10240
51081	Normal	10240
23212	Normal	10240
51116	Normal	10240
5155	Normal	10240
54998	Normal	10240
79885	Normal	10241
1022	Normal	10241
91851	Normal	10241
55765	Normal	10241
81493	Normal	10241
55973	Normal	10241
6799	Normal	10241
3964	Normal	10241
83942	Normal	10243
284451	Normal	10243
8564	Normal	10243
3818	Normal	10243
9128	Normal	10243
3959	Normal	10243
412	Normal	10243
27091	Normal	10244
29105	Normal	10244
126353	Normal	10244
83608	Normal	10248
55644	Normal	10248
84078	Normal	10248
10556	Normal	10248
79897	Normal	10248
5936	Normal	10248
9733	Normal	10248
29080	Normal	10248
116138	Normal	10248
2029	Normal	10248
10775	Normal	10248
4869	Normal	10248
23378	Normal	10248
54913	Normal	10248
27125	Normal	1025
10614	Normal	1025
124790	Normal	1025
84365	Normal	10250
55216	Normal	10250
9045	Normal	10250
283208	Normal	10250
7570	Normal	10250
6142	Normal	10250
29896	Normal	10250
3010	Normal	10250
1196	Normal	10250
124245	Normal	10250
23029	Normal	10250
1044	Normal	10250
5155	Normal	10250
85013	Normal	10257
3958	Normal	10257
7905	Normal	10257
3964	Normal	10257
654346	Normal	10257
491	Normal	10257
9498	Normal	10257
5174	Normal	10257
894	Normal	1026
1021	Normal	1026
890	Normal	1026
595	Normal	1026
9134	Normal	1026
1163	Normal	1026
896	Normal	1026
5111	Normal	1026
983	Normal	1026
1017	Normal	1026
5218	Normal	1026
1018	Normal	1026
1019	Normal	1026
9805	Normal	10260
147719	Normal	10260
5786	Normal	10260
4916	Normal	10260
131965	Normal	10260
51130	Normal	10260
6635	Normal	10262
23212	Normal	10262
6627	Normal	10262
6638	Normal	10262
90324	Normal	10262
6637	Normal	10262
